1066.07	1071.27	1075.63	1076.63	1073.68	1068.5	1064.1	1063.09	
1043.39	1052.81	1077.61	1102.81	1114.04	1105.15	1080.98	1055.26	
1072.71	1061.34	1045.83	1035.29	1036.1	1047.75	1063.23	1073.49	
1064.46	1063.15	1065.42	1069.92	1074.01	1075.31	1073.06	1068.57	
1066.96	1055.54	1052.04	1058.59	1071.23	1082.48	1085.88	1079.49	
1062.33	1089.46	1098.05	1083.46	1053.61	1025.54	1016.34	1031.88	
1091.86	1067.14	1045.37	1039.79	1053.88	1078.9	1100	1105.28	
1060.26	1053.06	1049.91	1052.71	1059.77	1066.93	1070.02	1067.27	
1101.29	1078	1057.29	1051.7	1064.72	1088.29	1108.43	1113.73	
1045.5	1061.86	1077.6	1083.68	1076.69	1060.55	1044.56	1038.25	
1048.18	1053.96	1058.08	1058.14	1054.12	1048.34	1044.19	1044.12	
1106.37	1119.58	1117.83	1102.11	1081.28	1067.6	1069.43	1085.63	
1093.04	1096.11	1094.74	1089.7	1083.94	1080.84	1082.23	1087.3	
1029.62	1040.35	1058.88	1074.25	1077.72	1067.36	1048.98	1033.24	
1080.98	1080.39	1075.68	1069.59	1065.69	1066.29	1071.03	1077.11	
1062.95	1072.33	1086.94	1098.18	1099.63	1090.48	1075.92	1064.45	
1096.16	1091.21	1077.24	1062.29	1055.22	1060.34	1074.53	1089.31	
1049.62	1053.34	1060.25	1066.29	1067.96	1064.3	1057.41	1051.32	
1040.56	1047.01	1068.88	1092.92	1105.31	1099.2	1077.95	1053.57	
1071.37	1076.27	1074.11	1066.12	1056.92	1051.93	1054.14	1062.22	
1089.32	1095.73	1092.71	1081.96	1069.69	1063.12	1066.23	1077.13	
1062.11	1072.71	1082.39	1085.55	1080.4	1069.88	1060.09	1056.85	
1070	1060.62	1044.51	1031.03	1028.28	1037.95	1054.16	1067.35	
1049.51	1049.16	1061.7	1079.54	1092.21	1092.55	1080.36	1062.54	
1082.25	1077.51	1072.84	1070.99	1073.05	1077.8	1082.45	1084.29	
1063.66	1060.43	1063.87	1071.92	1079.83	1083.01	1079.63	1071.63	
1108.48	1088.74	1066.54	1055.07	1061.42	1081.65	1103.56	1114.53	
1057.52	1066.66	1077.61	1084	1082.17	1073.16	1062.16	1055.64	
1069.6	1077.56	1083.59	1084.22	1079.09	1071.14	1065.04	1064.39	
1089.04	1067.72	1049.93	1046.46	1059.46	1080.95	1098.23	1101.54	
1029.73	1022.63	1046.79	1086.76	1118.77	1125.26	1102.82	1063.46	
1073.96	1058.6	1041.7	1033.28	1038.5	1054.16	1070.86	1078.98	
1078.66	1082.12	1091.04	1100.14	1104.14	1100.75	1091.9	1082.74	
1064.47	1049.47	1046.37	1057.07	1075.05	1089.69	1092.67	1082.32	
1083.12	1087.02	1083.9	1075.55	1066.8	1062.82	1066	1074.43	
1092.12	1075.75	1059.69	1053.53	1061.04	1077.64	1093.43	1099.37	
1083.97	1078.73	1073.16	1070.55	1072.43	1077.7	1083.25	1085.83	
1115.73	1092.15	1059.46	1036.87	1038.47	1063.25	1095.82	1117.22	
1059.73	1041.89	1041.77	1059.43	1084.04	1101.19	1101.31	1084.33	
1024.81	1044.11	1072.81	1094.04	1096	1077.62	1049.05	1026.9	
1089.85	1088.31	1092.87	1100.82	1107.48	1109	1104.5	1096.58	
1081.29	1076.63	1069.48	1064.03	1063.5	1068.21	1075.37	1080.77	
1061.95	1058.35	1057.86	1060.78	1065.38	1068.95	1069.44	1066.54	
1058.34	1071.31	1085.63	1093	1089.25	1076.5	1062.06	1054.47	
1082.24	1080.49	1079.25	1079.23	1080.47	1082.22	1083.46	1083.47	
1074.96	1073.73	1080.29	1090.74	1098.92	1100.13	1093.68	1083.26	
1075.72	1077.03	1073.57	1067.34	1061.98	1060.66	1064.16	1070.4	
1053.07	1071.82	1095.74	1110.91	1108.88	1090.77	1066.74	1050.93	
1086.53	1076.44	1054.06	1032.18	1023.99	1034.58	1057.38	1078.75	
1058.16	1046.91	1042.44	1047.46	1058.93	1070.06	1074.41	1069.52	
1074.24	1087.88	1091.51	1083.11	1067.4	1053.5	1049.73	1058.4	
1064.47	1073.42	1071.45	1059.66	1044.78	1035.59	1037.63	1049.67	
1068.03	1058.54	1055.23	1060.09	1070.2	1079.59	1082.83	1078.07	
1032.49	1015.38	1025.45	1056.26	1088.95	1104.92	1095.58	1065.91	
1032.12	1045.92	1059.91	1066.03	1060.82	1047.22	1033.06	1026.74	
1066.37	1069.08	1073.44	1076.9	1077.45	1074.76	1070.4	1066.92	
1102.97	1090.84	1079.06	1074.63	1080.25	1092.5	1104.14	1108.44	
1075.01	1073.93	1068.11	1060.93	1056.6	1057.7	1063.58	1070.74	
1100.03	1096.31	1087.36	1078.39	1074.7	1078.51	1087.52	1096.42	
1045.45	1042.37	1036.91	1032.26	1031.16	1034.28	1039.75	1044.37	
1040.77	1040.32	1046.98	1056.76	1063.94	1064.39	1057.84	1048.06	
1077.9	1085.35	1083.35	1073.06	1060.36	1052.74	1054.79	1065.26	
1101.37	1087.32	1071.8	1064	1068.68	1082.98	1098.34	1105.89	
1089.39	1109.54	1115.55	1104.1	1081.55	1060.86	1054.54	1066.52	
1043.66	1051.27	1070.83	1090.64	1099.31	1092.04	1072.86	1052.73	
1073.39	1068.88	1054.26	1037.9	1029.5	1034.18	1049.08	1065.27	
1038.99	1031.25	1047.56	1077.66	1103.59	1110.83	1095.46	1065.86	
1103.61	1098.86	1083.95	1067.42	1059.08	1064	1079.18	1095.53	
1074.27	1079.02	1089.26	1098.95	1102.48	1097.83	1087.67	1077.88	
1088.31	1078.41	1068.76	1065.07	1069.57	1079.55	1089.11	1092.72	
1031.52	1040.28	1058.78	1076	1082.1	1073.69	1055.45	1037.88	
1064.3	1067.5	1073.35	1078.4	1079.72	1076.56	1070.73	1065.64	
1086.35	1083.07	1076.79	1071.17	1069.53	1072.85	1079.15	1084.73	
1076.23	1085.85	1091.93	1090.97	1083.53	1073.89	1067.71	1068.68	
1071.04	1059.96	1056.76	1063.36	1075.79	1086.71	1089.83	1083.39	
1065.15	1060.33	1061.39	1067.71	1075.53	1080.29	1079.24	1072.99	
1071.43	1058.74	1051.86	1054.94	1066.12	1078.72	1085.43	1082.43	
1090.48	1087.41	1075.37	1061.27	1053.44	1056.6	1068.85	1082.85	
1078.21	1074.37	1074.12	1077.61	1082.79	1086.6	1086.85	1083.38	
1122.26	1103.32	1075.08	1054.03	1053.13	1072.96	1101.25	1121.42	
1085.06	1067.27	1063.36	1075.76	1096.85	1114.17	1117.9	1105.97	
1100.98	1090.75	1076.59	1066.81	1067.3	1077.75	1091.9	1101.45	
1067.06	1059.97	1062.46	1073.04	1085.38	1092.31	1089.88	1079.47	
1110.81	1113.1	1091.31	1057.32	1030.86	1028.38	1051.48	1085.65	
1081.49	1088.3	1094.29	1095.99	1092.42	1085.64	1079.59	1077.87	
1059.48	1058.32	1064.32	1073.89	1081.43	1082.57	1076.67	1067.12	
1065.41	1036.78	1020.07	1025.75	1050.21	1078.49	1094.3	1088.98	
1075.53	1058.39	1044.3	1041.73	1052.27	1069.5	1083.27	1085.73	
1041.31	1046.83	1061.76	1077.18	1084.2	1078.88	1064.19	1048.58	
1084.62	1104.39	1113.93	1107.91	1089.68	1069.64	1059.71	1066	
1098.98	1115.16	1107.73	1080.69	1049.15	1031.94	1039.91	1067.98	
1069.41	1065.63	1067.06	1072.87	1079.6	1083.34	1081.92	1076.17	
1086.11	1081.66	1082.75	1088.72	1096.04	1100.42	1099.35	1093.44	
1094.45	1104.24	1098.42	1080.23	1060.02	1049.82	1055.9	1074.51	
