-0.000687625	-0.0120339	-0.070218	-0.0584856	-0.148263	-0.137031	-0.255664	-0.470261	-1.20763	-1.56239	
-3.37433e-005	-0.000387261	-8.90434e-005	-0.000628229	-0.000139859	-0.00210855	-0.00198442	-0.00916982	-0.287089	-1.38722	
-0.00535063	-0.00183552	-0.0099404	-0.019817	-0.00217104	-0.0446956	-0.0411844	-0.0411656	-0.14087	-1.81172	
-0.553153	-0.36177	-0.21084	-0.152997	-1.18562	-0.242068	-0.357865	-0.585033	-1.40471	-0.882852	
-0.268722	-0.331775	-0.813996	-0.0929328	-0.703374	-0.63356	-0.249588	-0.675615	-0.28779	-0.729824	
-0.00255659	-0.0429939	-0.0975025	-0.0481295	-0.211021	-0.0017795	-0.876199	-0.0287142	-1.19731	-0.444973	
-7.09814e-005	-0.00102733	-0.00103407	-0.00316893	-0.00665308	-0.0399728	-0.0526518	-0.352085	-0.257339	-1.46502	
-0.0128631	-0.00837913	-0.0936353	-0.0763653	-0.200239	-0.386814	-0.572463	-0.974473	-1.51929	-0.985348	
-0.0170047	-0.0330429	-0.00405348	-0.0278095	-0.057988	-0.238224	-1.02538	-0.207882	-1.55918	-0.49426	
-0.0183513	-0.000918559	-0.0366882	-0.361667	-0.219412	-0.155977	-1.34779	-0.0413773	-0.462155	-0.127965	
-0.0258652	-0.00236421	-0.0109672	-0.0105228	-0.0292045	-0.0967177	-1.20336	-0.363726	-0.431575	-0.963031	
-0.000523665	-0.000360063	-0.000349396	-0.00181816	-6.35194e-005	-0.000859678	-0.00365686	-0.00150193	-0.296164	-1.80886	
-0.0192281	-0.0128116	-0.0181963	-0.00993899	-0.0012521	-0.0328989	-0.0157564	-0.0201958	-0.115577	-1.52953	
-0.00223124	-0.000294066	-0.0147672	-0.0358499	-0.100541	-1.14853	-0.720978	-1.31024	-0.437307	-0.574088	
-0.000271111	-0.000103273	-0.00480014	-0.00282523	-0.0283902	-0.818114	-0.782473	-0.11415	-1.49824	-0.891634	
-0.00374722	-0.00115181	-0.0136631	-0.00310469	-0.00951096	-0.02734	-0.0321335	-0.042631	-2.18727	-0.518577	
-0.191332	-0.0240249	-0.0453184	-0.525675	-0.0100848	-1.22174	-0.113121	-0.28497	-0.526715	-1.09854	
-0.0514627	-0.149197	-0.0461615	-0.111723	-0.0948933	-0.425088	-0.881623	-0.87372	-0.580963	-0.744268	
-0.00509483	-0.0081856	-0.151103	-0.193649	-0.12858	-0.294334	-0.0491322	-1.25259	-0.092456	-1.16359	
-0.000404654	-0.00076433	-0.00569427	-0.00417112	-0.0153728	-0.0148669	-0.120237	-0.106799	-0.186431	-1.62683	
-9.8436e-005	-0.000149291	-4.57385e-005	-0.000619046	-0.00448052	-0.0156519	-0.0207183	-0.348002	-0.304989	-2.03922	
-0.00203239	-0.000778003	-0.00122638	-0.00216188	-0.0158881	-0.188407	-0.029834	-1.71655	-1.26011	-0.640251	
-2.54989e-006	-0.000153269	-0.000148692	-0.000335072	-0.000103988	-0.000307427	-0.0338253	-0.836109	-1.225	-0.272107	
