1	0.017391
2	0.00376847
3	0.00376452
4	0.00376563
5	0.00376476
6	0.00382361
7	0.00376692
8	16.0034
	*
1	0.00362771
2	0.00361311
3	0.00360493
4	0.00397186
5	0.0037114
6	0.00360497
7	6.22855
8	14.335
	*
1	0.00418278
2	0.00401326
3	0.00405691
4	0.00421078
5	0.00401846
6	0.00444376
7	12.5073
8	7.20204
	*
1	0.00389047
2	0.00387188
3	0.00387232
4	0.0038734
5	0.00387181
6	0.00404764
7	14.0039
8	0.00420416
	*
1	0.00785274
2	0.00684126
3	0.00689752
4	0.00650565
5	0.00794514
6	5.36214
7	0.00706427
8	14.3246
	*
1	0.0178953
2	0.00730472
3	0.00430303
4	0.0100329
5	0.00434621
6	6.96031
7	8.05207
8	9.24392
	*
1	0.00706141
2	0.00541311
3	0.00690266
4	0.00570981
5	0.00608583
6	5.41915
7	12.4984
8	0.004932
	*
1	0.0246681
2	0.00512738
3	0.00515059
4	0.00536732
5	0.005144
6	10.7362
7	0.00624493
8	7.16429
	*
1	0.0122207
2	0.00953022
3	0.00811221
4	0.00958339
5	0.00852747
6	10.7388
7	6.27117
8	0.00713074
	*
1	0.0100788
2	0.00744798
3	0.00872383
4	0.00821989
5	0.0072526
6	12.0072
7	0.00758961
8	0.0128675
	*
1	0.00595746
2	0.00510835
3	0.00481366
4	0.00481285
5	4.45117
6	0.00497851
7	0.00485578
8	14.3362
	*
1	0.00526045
2	0.0048645
3	0.00524784
4	0.00532946
5	5.77596
6	0.00421639
7	8.05813
8	9.27757
	*
1	0.00551083
2	0.00485274
3	0.00546344
4	0.00465846
5	4.4871
6	0.00499373
7	12.5194
8	0.00467305
	*
1	0.00558816
2	0.00576167
3	0.00560306
4	0.00569451
5	5.75272
6	6.95889
7	0.0055968
8	9.25173
	*
1	0.0119437
2	0.0117733
3	0.0124147
4	0.0117604
5	5.77167
6	6.97471
7	8.07228
8	0.0116627
	*
1	0.00643375
2	0.00642637
3	0.00643124
4	0.00657749
5	4.48159
6	10.7377
7	0.0068615
8	0.00729807
	*
1	0.00509279
2	0.00509343
3	0.00534596
4	0.00512007
5	8.93856
6	0.00677268
7	0.00509261
8	7.19499
	*
1	0.00412748
2	0.00414135
3	0.00412769
4	0.00412942
5	8.94777
6	0.004145
7	6.26688
8	0.00414803
	*
1	0.00835844
2	0.00850456
3	0.0083965
4	0.00835488
5	8.94918
6	5.38319
7	0.00879074
8	0.0102077
	*
1	0.0039515
2	0.0041904
3	0.00428886
4	0.00392353
5	10.0039
6	0.00435563
7	0.00392283
8	0.00399117
	*
1	0.00603619
2	0.00533713
3	0.00520118
4	3.56189
5	0.00493095
6	0.00513844
7	0.0048346
8	14.3362
	*
1	0.00622403
2	0.00455022
3	0.00604947
4	4.62195
5	0.0051586
6	0.00478479
7	8.05848
8	9.27792
	*
1	0.00894996
2	0.00571656
3	0.00572229
4	3.57779
5	0.00581989
6	0.00598766
7	12.5326
8	0.00628655
	*
1	0.00620997
2	0.00457639
3	0.00458297
4	4.61451
5	0.00531919
6	6.92953
7	0.00460899
8	9.26419
	*
1	0.00937957
2	0.0180494
3	0.0143497
4	4.6154
5	0.0090262
6	6.97002
7	8.07481
8	0.00893899
	*
1	0.011273
2	0.0112725
3	0.0112722
4	3.56521
5	0.0155741
6	10.7622
7	0.0114761
8	0.0120645
	*
1	0.00616503
2	0.00613064
3	0.0123324
4	4.61827
5	5.77172
6	0.00779279
7	0.0061429
8	9.269
	*
1	0.00961894
2	0.00689501
3	0.00585712
4	4.62619
5	5.78376
6	0.00752761
7	8.07843
8	0.00587025
	*
1	0.00588587
2	0.00558903
3	0.00441784
4	4.61312
5	5.76182
6	6.9668
7	0.00548723
8	0.00444871
	*
1	0.00575745
2	0.00589358
3	0.00763891
4	3.59192
5	8.94472
6	0.00594079
7	0.00579868
8	0.00584757
	*
1	0.00616016
2	0.0036865
3	0.00369381
4	7.1554
5	0.00450964
6	0.00398741
7	0.00463214
8	7.17361
	*
1	0.00449913
2	0.00586954
3	0.0123575
4	7.16541
5	0.00448337
6	0.00481953
7	6.24603
8	0.00453883
	*
1	0.0069134
2	0.00499739
3	0.00525521
4	7.15283
5	0.00644563
6	5.39195
7	0.00444419
8	0.00451424
	*
1	0.00511771
2	0.00511007
3	0.00511078
4	7.15963
5	4.47948
6	0.00732011
7	0.00531943
8	0.0053265
	*
1	0.00586665
2	0.00364838
3	0.00409465
4	8.00287
5	0.00387702
6	0.00327421
7	0.00290402
8	0.00295167
	*
1	0.00579062
2	0.00539494
3	2.67289
4	0.00582241
5	0.00522972
6	0.00541389
7	0.00567749
8	14.3365
	*
1	0.00790173
2	0.00508851
3	3.47603
4	0.00432859
5	0.00482169
6	0.0047062
7	8.03698
8	9.27877
	*
1	0.0075165
2	0.00751622
3	2.71106
4	0.00782765
5	0.00790299
6	0.00769979
7	12.5057
8	0.00756532
	*
1	0.00826384
2	0.0089041
3	3.46593
4	0.00539079
5	0.00525783
6	6.93918
7	0.00556942
8	9.24385
	*
1	0.00643969
2	0.00643868
3	3.44533
4	0.00646774
5	0.00752897
6	7.00352
7	8.06716
8	0.00648086
	*
1	0.0175437
2	0.00936975
3	2.65026
4	0.0107406
5	0.0102842
6	10.7844
7	0.00965594
8	0.0101791
	*
1	0.00622382
2	0.0179592
3	3.46404
4	0.00490056
5	5.75435
6	0.00535206
7	0.00504924
8	9.29338
	*
1	0.012653
2	0.00400061
3	3.47915
4	0.004045
5	5.78008
6	0.00454994
7	8.05716
8	0.00409671
	*
1	0.0136513
2	0.00986586
3	3.45781
4	0.00563117
5	5.77048
6	6.96732
7	0.00684739
8	0.00568073
	*
1	0.0051972
2	0.00768288
3	2.69478
4	0.00521786
5	8.94412
6	0.00543308
7	0.00519744
8	0.0052517
	*
1	0.0108277
2	0.011873
3	3.45975
4	4.62324
5	0.00957166
6	0.016072
7	0.00970023
8	9.29255
	*
1	0.00454393
2	0.0050541
3	3.48722
4	4.61531
5	0.00453769
6	0.00529437
7	8.05792
8	0.00463904
	*
1	0.00667316
2	0.00672441
3	3.45831
4	4.63621
5	0.00718677
6	6.94352
7	0.00778678
8	0.00666606
	*
1	0.00784026
2	0.00594554
3	3.47162
4	4.64508
5	5.75077
6	0.00622072
7	0.00593507
8	0.00593137
	*
1	0.00713135
2	0.00457457
3	2.66983
4	7.17178
5	0.00846439
6	0.00490509
7	0.00459029
8	0.0051387
	*
1	0.0062946
2	0.00629363
3	5.37047
4	0.00777427
5	0.00703468
6	0.00657281
7	0.00673548
8	7.17445
	*
1	0.00645194
2	0.00644973
3	5.37846
4	0.00795669
5	0.00718985
6	0.00671267
7	6.24196
8	0.00649225
	*
1	0.00477948
2	0.00486439
3	5.37058
4	0.00615569
5	0.00591873
6	5.37419
7	0.00475836
8	0.00479164
	*
1	0.00464296
2	0.00464563
3	5.3777
4	0.00487091
5	4.45506
6	0.0047146
7	0.00468231
8	0.00474129
	*
1	0.00588314
2	0.00674412
3	5.38523
4	3.5492
5	0.00730091
6	0.0061911
7	0.00598489
8	0.00595651
	*
1	0.00475057
2	0.00474927
3	6.00475
4	0.00506499
5	0.00706862
6	0.00504387
7	0.00530441
8	0.00478845
	*
1	0.00723529
2	1.78454
3	0.00745139
4	0.0059838
5	0.00601087
6	0.00615552
7	0.00607619
8	14.3373
	*
1	0.0289369
2	2.33081
3	0.0268452
4	0.0226248
5	0.0244281
6	0.0236466
7	8.07746
8	9.29482
	*
1	0.012909
2	1.79036
3	0.00867119
4	0.00542492
5	0.00812026
6	0.00452432
7	12.5313
8	0.0047334
	*
1	0.016985
2	2.29853
3	0.00795496
4	0.00673203
5	0.00746923
6	6.96487
7	0.00948704
